name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,torque,seats,max_power_hp,car_age,predicted_price,Make,Model
Nissan Terrano XL D Option,850000,48000,2.0,0,1,19.87,1461,200.0,5.0,83.14,6,742577.0000000001,20,125
Maruti Swift Dzire Ldi BSIV,370000,210000,2.0,0,2,19.3,1248,190.0,5.0,73.9,12,262264.695,17,122
Hyundai i10 Magna 1.1L,187000,200400,3.0,0,2,19.81,1086,99.04,5.0,68.05,14,153478.94100000002,9,147
Hyundai i10 Magna,195000,110000,3.0,0,2,20.36,1197,111.7,5.0,78.9,16,192053.86200000005,9,147
Tata Safari DICOR 2.2 LX 4x2,459999,38000,2.0,0,1,13.93,2179,320.0,7.0,138.03,10,379761.78842910007,23,110
Maruti Ertiga SHVS ZDI Plus,850000,43000,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,850000.0,17,53
Maruti Wagon R VXI BS IV,385000,26000,3.0,0,2,20.51,998,90.0,5.0,67.04,8,373100.1120000001,17,135
Maruti Alto LXi,120000,70000,3.0,0,3,19.7,796,62.0,5.0,46.3,16,74527.72800000002,17,10
Tata New Safari 3L Dicor LX 4x2,200000,120000,2.0,0,2,13.93,2956,320.0,7.0,138.1,17,133967.64150000003,23,89
Maruti Ciaz ZXi,700000,20000,3.0,0,1,20.73,1373,130.0,5.0,91.1,8,700000.0,17,31
Maruti Swift Dzire ZDI Plus,725000,60000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,684044.4600000001,17,122
Maruti Omni E MPI STD BS IV,155000,80000,3.0,0,1,16.8,796,59.0,8.0,34.2,10,123922.53719999999,17,92
Honda Amaze S i-VTEC,690000,1303,3.0,0,1,17.8,1198,109.0,5.0,86.7,5,690000.0,8,11
Lexus ES 300h,5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
Toyota Camry 2.5 Hybrid,2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
Honda Jazz VX,550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Honda Amaze V CVT Petrol BSIV,779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
Mercedes-Benz E-Class Exclusive E 200 BSIV,5200000,17000,3.0,1,1,15.0,1991,300.0,5.0,194.4,5,5200000.0,18,43
Land Rover Discovery Sport TD4 SE,4500000,21000,2.0,1,1,12.83,1999,382.0,7.0,148.31,5,4500000.0,14,106
Mercedes-Benz S-Class S 350 CDI,6000000,37000,2.0,1,1,13.5,2987,620.0,5.0,254.79,7,5462424.0,18,107
BMW 5 Series 520d Sport Line,4000000,10000,2.0,1,1,22.48,1995,400.0,5.0,187.74,6,4000000.0,2,1
Hyundai Venue SX Plus Turbo DCT BSIV,1125000,3500,3.0,1,1,18.15,998,171.6,5.0,118.35,5,1125000.0,9,130
Audi A4 35 TDI Premium Plus,1898999,46000,2.0,1,1,18.25,1968,400.0,5.0,187.74,8,1659003.5063800004,1,6
Honda CR-V 2.4L 4WD AT AVN,1650000,52000,3.0,1,1,12.0,2354,226.0,5.0,187.4,7,1565415.7200000004,8,26
Maruti Swift VXI,280000,20000,3.0,0,2,18.6,1197,114.0,5.0,85.8,13,270362.4000000001,17,122
Maruti Baleno Delta,650000,7300,3.0,0,1,21.01,1197,113.0,5.0,81.8,4,650000.0,17,20
Maruti Ciaz 1.3 Sigma,750000,25000,2.0,0,1,28.09,1248,200.0,5.0,88.5,6,750000.0,17,31
Maruti Alto LXi,150000,100000,3.0,0,1,19.7,796,62.0,5.0,46.3,14,107869.08,17,10
Hyundai Verna 1.6 SX,425000,80000,2.0,0,2,22.32,1582,259.8,5.0,126.32,11,312204.53250000003,9,132
Hyundai i10 Magna,260000,60000,3.0,0,1,20.36,1197,111.7,5.0,78.9,14,260000.0,9,147
Volkswagen Polo 1.5 TDI Highline,400000,110000,2.0,0,2,20.14,1498,230.0,5.0,88.8,10,360249.12000000005,25,97
Hyundai i20 2015-2017 Magna 1.4 CRDi,575000,70000,2.0,0,2,22.54,1396,219.7,5.0,88.73,7,517858.11000000004,9,148
Maruti SX4 Green Vxi (CNG),250000,90000,,0,2,21.4,1586,145.0,5.0,103.3,14,193315.5,17,109
Volkswagen Polo GT TDI,400000,95000,2.0,0,1,19.7,1598,250.0,5.0,103.6,12,256526.6,25,97
Volkswagen CrossPolo 1.5 TDI,350000,70000,2.0,0,2,20.14,1498,230.0,5.0,88.5,11,297705.87,25,38
Toyota Fortuner 4x2 AT TRD Sportivo,1400000,80000,2.0,1,2,12.55,2982,360.0,7.0,168.7,10,1149716.106,24,59
Maruti Swift Dzire VDi,250000,100000,2.0,0,3,19.3,1248,190.0,5.0,73.9,12,160329.12500000003,17,122
Maruti Swift Dzire ZDI Plus,655000,70000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,617998.7880000002,17,122
Honda Jazz 1.5 V i DTEC,500000,30000,2.0,0,1,27.3,1498,200.0,5.0,98.6,8,500000.0,8,75
Chevrolet Beat LS,300000,15000,3.0,0,1,18.6,1199,106.5,5.0,76.8,8,300000.0,3,21
Maruti Wagon R VXI 1.2,300000,35000,3.0,0,1,20.52,1197,113.0,5.0,81.8,10,300000.0,17,135
Honda Jazz 1.2 VX i VTEC,475000,25000,3.0,0,1,18.7,1199,110.0,5.0,88.7,8,475000.0,8,75
Maruti Swift Dzire VDI,754000,10000,2.0,0,1,28.4,1248,190.0,5.0,74.02,5,754000.0,17,122
Hyundai i10 Sportz,300000,40000,3.0,0,1,20.36,1197,111.8,5.0,78.9,11,300000.0,9,147
Hyundai EON Magna Plus,250000,25000,3.0,0,1,21.1,814,74.5,5.0,55.2,10,250000.0,9,44
Maruti Swift Dzire VDI,725000,15000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,725000.0,17,122
Maruti Alto LXi,95000,70000,3.0,0,1,19.7,796,62.0,5.0,46.3,16,68317.084,17,10
Tata Safari Storme LX,575000,55000,2.0,0,1,14.0,2179,320.0,7.0,138.1,10,427232.94075000007,23,110
Mahindra Bolero 2011-2019 SLX,330000,125000,2.0,0,2,15.96,2523,195.0,7.0,62.1,11,245607.34275000004,16,22
Maruti Swift VXI Deca,482000,50000,3.0,0,1,20.4,1197,113.0,5.0,81.8,8,482000.0,17,122
Ford EcoSport 1.5 TDCi Ambiente BSIV,625000,40000,2.0,0,4,22.77,1498,205.0,5.0,98.59,7,536085.0,7,46
Chevrolet Beat LT,310000,30000,3.0,0,1,18.6,1199,106.5,5.0,76.8,8,310000.0,3,21
Maruti Swift Dzire VXi,280000,35000,3.0,0,1,17.5,1298,114.0,5.0,85.8,15,280000.0,17,122
Renault Duster Petrol RXS CVT,900000,30000,3.0,1,1,14.99,1498,142.0,5.0,104.5,6,900000.0,21,41
Hyundai Verna 1.6 VTVT S,750000,39000,3.0,0,1,17.01,1591,154.9,5.0,121.3,7,655215.0,9,132
Honda Amaze S Petrol BSIV,670000,5000,3.0,0,1,19.5,1199,110.0,5.0,88.76,5,670000.0,8,11
Hyundai i10 Magna 1.1L,420000,9750,3.0,0,2,19.81,1086,99.04,5.0,68.05,8,405543.6000000001,9,147
Toyota Innova Crysta 2.4 ZX MT BSIV,1800000,110000,2.0,0,1,13.68,2393,343.0,7.0,147.8,8,1337424.8580000002,24,74
Honda WR-V i-VTEC VX,900000,35000,3.0,0,1,17.5,1199,110.0,5.0,88.7,6,900000.0,8,134
Hyundai i10 Magna 1.1L,185000,110000,3.0,0,4,19.81,1086,99.04,5.0,68.05,16,130146.39000000001,9,147
Mahindra XUV500 W9 BSIV,1525000,46000,2.0,0,1,15.1,2179,360.0,7.0,152.87,6,1398884.0250000001,16,139
Maruti Swift VXI BSIII W/ ABS,215000,102000,3.0,0,3,16.1,1298,11.5,5.0,88.2,18,159654.05500000002,17,122
Maruti Alto 800 Base,210000,50000,3.0,0,2,22.74,796,69.0,5.0,47.3,9,203509.15200000003,17,10
Toyota Innova Crysta 2.4 VX MT BSIV,1700000,110000,2.0,0,2,13.68,2393,343.0,7.0,147.8,8,1205708.7735000001,24,74
Honda City i VTEC VX Option,800000,50000,3.0,0,1,17.4,1497,145.0,5.0,117.3,9,800000.0,8,32
Maruti SX4 VDI,350000,120000,2.0,0,2,21.5,1248,200.0,5.0,88.8,12,297705.87,17,109
Hyundai Grand i10 1.2 Kappa Sportz BSIV,562000,5000,3.0,0,1,18.9,1197,113.75,5.0,81.86,5,562000.0,9,66
Hyundai i10 Magna,290000,27000,3.0,0,1,20.36,1197,111.7,5.0,78.9,12,290000.0,9,147
Maruti Swift Dzire AMT ZXI Plus,750000,6500,3.0,1,1,21.21,1197,113.0,5.0,81.8,5,750000.0,17,122
Maruti Alto K10 2010-2014 VXI,229999,50000,3.0,0,1,20.92,998,90.0,5.0,67.1,12,229999.0,17,10
Mahindra Bolero 2011-2019 ZLX,500000,50000,2.0,0,1,15.96,2523,195.0,7.0,62.1,11,458650.5000000001,16,22
Datsun RediGO T Option,217000,25000,3.0,0,1,22.7,799,72.0,5.0,53.64,6,217000.0,4,104
Nissan Sunny XL D,670000,35000,2.0,0,1,22.71,1461,200.0,5.0,84.8,6,670000.0,20,120
Maruti Alto K10 2010-2014 VXI,225000,30000,3.0,0,1,20.92,998,90.0,5.0,67.1,13,225000.0,17,10
Maruti Vitara Brezza ZXI Plus AT Dual Tone,737000,10000,3.0,1,1,18.76,1462,138.0,5.0,103.26,4,737000.0,17,133
Maruti Celerio LXI,300000,80000,3.0,0,1,23.1,998,90.0,5.0,67.04,10,274114.368,17,30
Honda WR-V i-DTEC S,675000,127991,2.0,0,1,25.5,1498,200.0,5.0,98.6,7,636868.9800000001,8,134
Tata Indigo eCS GLX,290000,65000,3.0,0,1,15.64,1193,100.0,5.0,64.1,14,249349.54000000007,23,73
Maruti Ciaz 1.3 Zeta,889000,20000,2.0,0,1,28.09,1248,200.0,5.0,88.5,6,889000.0,17,31
Volkswagen Ameo 1.2 MPI Comfortline,400000,60000,3.0,0,1,17.0,1198,110.0,5.0,73.75,8,364161.6000000001,25,12
Renault KWID RXT Optional,390000,13120,3.0,0,1,25.17,799,72.0,5.0,53.3,6,390000.0,21,77
Hyundai Verna 1.6 SX CRDi (O),600000,125000,2.0,0,1,22.32,1582,259.8,5.0,126.32,10,488909.51999999996,9,132
Hyundai Elite i20 Asta Option CVT BSIV,800000,25000,3.0,1,1,17.4,1197,117.0,5.0,81.86,6,800000.0,9,50
Maruti Ertiga ZDI,600000,120000,2.0,0,3,20.77,1248,200.0,7.0,88.8,11,484835.27400000003,17,53
Hyundai Verna 1.6 VTVT SX,795000,35000,3.0,0,1,17.01,1591,154.9,5.0,121.3,9,694527.9,9,132
Hyundai i20 Asta Option 1.4 CRDi,735000,25000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,735000.0,9,148
Renault Lodgy 85PS RxE,600000,125000,2.0,0,1,21.04,1461,200.0,8.0,83.8,9,594411.0480000001,21,82
Hyundai i20 Active 1.4 SX,720000,80000,2.0,0,1,21.19,1396,220.0,5.0,88.73,8,679326.9120000001,9,148
Honda City S,450000,110000,3.0,0,3,16.8,1497,146.0,5.0,116.4,13,334159.6500000001,8,32
Hyundai Verna 1.6 SX,545000,100000,2.0,0,2,22.32,1582,259.8,5.0,126.32,10,423906.77700000006,9,132
Volkswagen Vento Diesel Highline,370000,100000,2.0,0,2,20.54,1598,250.0,5.0,103.6,13,271801.593,25,129
Hyundai i20 Petrol CVT Asta,750000,15000,3.0,1,1,17.4,1197,114.73,5.0,81.86,6,750000.0,9,148
Maruti Baleno Alpha 1.2,711000,5000,3.0,0,1,21.4,1197,115.0,5.0,83.1,5,711000.0,17,20
Maruti Alto K10 VXI,285000,75000,3.0,0,1,23.95,998,90.0,5.0,67.05,8,260408.64960000003,17,10
Maruti Baleno Alpha,749000,5500,3.0,0,1,21.01,1197,113.0,5.0,81.8,4,749000.0,17,20
Renault Duster 110PS Diesel RxL,550000,80000,2.0,0,2,19.64,1461,245.0,5.0,108.45,8,412785.45000000007,21,41
Maruti Swift Dzire VDi,300000,120000,2.0,0,2,19.3,1248,190.0,5.0,73.9,14,212647.05000000002,17,122
Hyundai i20 Active 1.2 SX,650000,80000,3.0,0,2,17.19,1197,114.73,5.0,81.86,7,564864.3,9,148
Hyundai Verna 1.6 SX CRDi (O),575000,120000,2.0,0,3,22.32,1582,259.8,5.0,126.32,10,404646.70499999996,9,132
Ford Fiesta Diesel Style,390000,120000,2.0,0,1,23.5,1498,204.0,5.0,88.7,12,347526.0360000001,7,56
Mahindra Scorpio 2.6 Turbo 7 Str,375000,110000,2.0,0,4,12.7,2609,28.3,8.0,116.6,17,215305.13812500003,16,115
Maruti Alto K10 VXI AGS,350000,38000,3.0,1,2,23.95,998,90.0,5.0,67.05,9,350000.0,17,10
Maruti Celerio ZXI Optional,415000,46000,3.0,0,1,21.63,998,90.0,5.0,67.04,10,415000.0,17,30
Maruti Ertiga 1.5 ZDI,700000,102000,2.0,0,1,24.2,1498,225.0,7.0,93.87,10,693479.5560000001,17,53
Maruti Swift Dzire VXI,575000,16000,3.0,0,1,19.1,1197,114.0,5.0,85.8,9,575000.0,17,122
Ford Figo 1.2P Ambiente MT,245000,25000,3.0,0,1,18.16,1196,112.0,5.0,86.8,13,245000.0,7,57
Hyundai Verna SX Opt,540000,35000,3.0,0,2,17.7,1497,144.15,5.0,113.42,9,521413.2000000001,9,132
Hyundai i10 Sportz 1.2,291000,37000,3.0,0,1,20.36,1197,111.8,5.0,78.9,11,291000.0,9,147
Maruti Baleno Delta 1.2,600000,34000,3.0,0,2,21.4,1197,115.0,5.0,83.1,7,600000.0,17,20
Hyundai Verna SX,355000,60000,3.0,0,1,17.7,1497,144.15,5.0,113.42,12,305238.23000000004,9,132
Hyundai i10 Magna,225000,50000,3.0,0,1,20.36,1197,111.7,5.0,78.9,14,225000.0,9,147
Chevrolet Enjoy 1.4 LTZ 7,350000,37000,3.0,0,1,13.7,1399,131.0,7.0,98.79,11,334573.47000000003,3,52
Maruti Alto 800 LXI,200000,38000,3.0,0,2,24.7,796,69.0,5.0,47.3,12,193818.24000000005,17,10
Hyundai Verna SX Opt,434999,57000,3.0,0,1,17.7,1497,144.15,5.0,113.42,12,374023.4501740001,9,132
Maruti Ritz VDi,390000,77000,2.0,0,1,21.1,1248,113.0,5.0,73.9,11,347526.0360000001,17,105
Maruti Swift Dzire 1.2 Vxi BSIV,450000,30000,3.0,0,1,17.5,1197,114.0,5.0,85.8,12,450000.0,17,122
Maruti Alto LXi BSIII,125000,60000,3.0,0,3,19.7,796,62.0,5.0,46.3,15,77633.05000000002,17,10
Maruti Alto STD,85000,150000,3.0,0,3,19.7,796,62.0,5.0,46.3,14,52790.474,17,10
Hyundai EON Sportz,150000,40000,3.0,0,1,21.1,814,74.5,5.0,55.2,12,150000.0,9,44
Renault Duster Adventure Edition,500000,120000,2.0,0,1,19.01,1461,248.0,5.0,108.45,10,393129.0000000001,21,41
Hyundai i10 Sportz Option,220000,70000,3.0,0,3,20.36,1197,111.8,5.0,78.9,13,196040.32800000004,9,147
Hyundai Creta 1.4 CRDi Base,957000,60000,2.0,0,1,21.38,1396,219.7,5.0,88.7,7,902938.6872000002,9,37
Maruti Alto K10 VXI,300000,15000,3.0,0,1,23.95,998,90.0,5.0,67.05,8,300000.0,17,10
Hyundai Accent Executive,170000,62000,3.0,0,3,16.36,1495,124.6,5.0,93.7,13,126238.09000000001,9,8
Chevrolet Cruze LTZ,270000,90000,2.0,0,2,18.3,1991,327.0,5.0,147.9,14,165284.7525,3,39
Chevrolet Beat LS,140000,110000,3.0,0,2,18.6,1199,108.0,5.0,79.4,11,114904.02000000003,3,21
Hyundai i10 Magna,170000,90000,3.0,0,3,20.36,1197,111.7,5.0,78.9,14,151485.708,9,147
Hyundai Elite i20 Sportz Plus Diesel,834000,13000,2.0,0,1,22.54,1396,224.0,5.0,88.76,5,834000.0,9,50
Volkswagen Polo 1.5 TDI Comfortline,575000,40000,2.0,0,3,20.14,1498,230.0,5.0,88.8,10,520598.10000000003,25,97
Maruti Swift Dzire ZDI Plus,900000,20000,2.0,0,1,28.4,1248,190.0,5.0,74.02,5,900000.0,17,122
Maruti 800 AC LPG,149000,87540,1.0,0,3,16.6,796,5.7,5.0,35.5,16,76554.65636000001,17,3
Volkswagen Vento Diesel Comfortline,400000,100000,2.0,0,2,20.54,1598,250.0,5.0,103.6,12,293839.56,25,129
Hyundai EON 1.0 Era Plus,250000,35000,3.0,0,2,20.3,998,94.14,5.0,68.05,7,242272.80000000002,9,44
Chevrolet Optra Magnum 1.6 LT Petrol,225000,60000,3.0,0,2,12.9,1598,148.0,5.0,102.5,14,143536.75874999998,3,94
Fiat Avventura Power Up 1.3 Emotion,459999,60000,2.0,0,2,20.5,1248,209.0,5.0,91.72,9,414285.58737719996,5,16
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,825000,35000,2.0,0,2,22.77,1498,205.0,5.0,98.59,8,825000.0,7,46
Maruti Ritz VDi,425000,70000,2.0,0,1,23.2,1248,190.0,5.0,73.94,8,400991.58000000013,17,105
Maruti Ritz VDi,240000,90000,2.0,0,1,21.1,1248,113.0,5.0,73.9,15,213862.176,17,105
Hyundai Creta 1.6 CRDi SX,1150000,154000,2.0,0,1,19.67,1582,259.9,5.0,126.2,8,780897.1500000001,9,37
Renault Duster 110PS Diesel RxZ Plus,520000,109000,2.0,0,2,19.64,1461,245.0,5.0,108.45,11,368588.22,21,41
Maruti Wagon R LXI CNG,297000,100000,,0,3,26.2,998,77.0,5.0,58.2,12,201224.8656,17,135
Tata New Safari DICOR 2.2 LX 4x2,250000,110000,2.0,0,1,11.57,2179,320.0,7.0,138.1,15,175433.81625000003,23,89
Maruti Wagon R Stingray VXI,380000,39000,3.0,0,3,20.51,998,90.0,5.0,67.04,8,333182.78400000004,17,135
Volkswagen Vento Konekt Diesel Highline,575000,90000,2.0,0,1,20.54,1598,250.0,5.0,103.6,10,468538.29,25,129
Maruti Swift Dzire VDI,745000,35000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,745000.0,17,122
Hyundai i10 Magna,142000,110000,3.0,0,1,20.36,1197,111.7,5.0,78.9,15,142000.0,9,147
Maruti A-Star Vxi,185000,50000,3.0,0,1,19.0,998,90.0,5.0,66.1,15,156515.92,17,4
Fiat Linea Emotion (Diesel),300000,77000,2.0,0,1,20.4,1248,209.0,5.0,91.7,12,267327.72000000003,5,81
Hyundai Verna Xi (Petrol),260000,120000,3.0,0,2,13.9,1599,14.9,5.0,103.2,16,165864.69900000002,9,132
Hyundai Verna 1.4 CRDi,400000,182000,2.0,0,2,24.8,1396,219.7,5.0,88.7,12,340235.28,9,132
Maruti Swift Dzire VDI,669000,60000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,631207.9224,17,122
Hyundai Xcent 1.2 VTVT S,509999,40000,3.0,0,1,20.14,1197,113.75,5.0,81.86,5,509999.0,9,140
Hyundai i20 Asta Option 1.4 CRDi,616000,112000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,581201.9136000002,9,148
Honda City i DTEC VX,700000,140000,2.0,0,2,25.1,1498,200.0,5.0,98.6,9,630435.9600000001,8,32
Hyundai i10 Magna,225000,60000,3.0,0,2,20.36,1197,111.7,5.0,78.9,10,225000.0,9,147
Hyundai Grand i10 1.2 Kappa Magna BSIV,470000,30000,3.0,0,1,18.9,1197,113.75,5.0,81.86,7,470000.0,9,66
Maruti Vitara Brezza ZDi Plus,900000,40000,2.0,0,1,24.3,1248,200.0,5.0,88.5,5,900000.0,17,133
Chevrolet Beat Diesel LS,170000,70000,2.0,0,1,25.44,936,150.0,5.0,57.6,11,126697.13760000003,3,21
Maruti Ritz LXi,280000,110000,3.0,0,2,18.5,1197,114.0,5.0,85.8,8,243326.1600000001,17,105
Hyundai EON Era,129000,80000,3.0,0,2,21.1,814,74.5,5.0,55.2,13,106260.85008,9,44
Chevrolet Beat Diesel LT,165000,70000,2.0,0,2,25.44,936,150.0,5.0,57.6,12,117381.1716,3,21
Hyundai i20 Active 1.2 S,600000,25000,3.0,0,1,17.19,1197,114.73,5.0,81.86,8,600000.0,9,148
Maruti Wagon R VXI BSIII,260000,31000,3.0,0,1,18.9,998,90.0,5.0,67.1,12,219968.32000000007,17,135
Maruti Wagon R VXI,70000,50000,3.0,0,3,18.9,998,90.0,5.0,67.1,19,51146.48000000001,17,135
Hyundai i20 Asta 1.2,515000,120000,3.0,0,2,18.6,1197,114.7,5.0,81.83,9,447546.33000000013,9,148
Maruti Swift Dzire LDi,270000,60000,2.0,0,2,19.3,1248,190.0,5.0,73.9,13,191382.345,17,122
Tata Safari DICOR 2.2 EX 4x2,225000,110000,2.0,0,3,13.93,2179,320.0,7.0,138.03,13,136359.9208125,23,110
Hyundai Verna 1.6 SX CRDi (O),459999,70000,2.0,0,1,22.32,1582,259.8,5.0,126.32,12,354005.93842019996,9,132
Maruti Alto LX,115999,110000,3.0,0,2,19.7,796,62.0,5.0,46.3,15,79626.30716040003,17,10
Skoda Rapid 1.5 TDI Active,475000,77300,2.0,0,1,21.14,1498,250.0,5.0,103.52,11,423268.8900000001,22,103
Maruti Vitara Brezza ZDi,861000,61260,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,812361.7656000002,17,133
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,1050000,26000,2.0,0,1,23.0,1498,205.0,5.0,98.96,5,1050000.0,7,46
Hyundai i20 1.4 Asta,750000,43000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,750000.0,9,148
Maruti Swift ZXI BSIV,730000,4773,3.0,0,1,22.0,1197,113.0,5.0,81.8,6,730000.0,17,122
Skoda Rapid 1.5 TDI AT Style Plus,860000,31000,2.0,1,1,21.66,1498,250.0,5.0,103.52,7,860000.0,22,103
Honda BRV i-DTEC V MT,940000,57900,2.0,0,1,21.9,1498,200.0,7.0,98.6,7,931243.9752000002,8,19
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,775000,52000,2.0,0,1,23.65,1248,200.0,5.0,88.5,8,731219.9400000002,17,109
Maruti Swift ZXI,411000,62000,3.0,0,1,22.0,1197,113.0,5.0,81.8,11,411000.0,17,122
Volkswagen Polo 1.5 TDI Highline,540000,66000,2.0,0,1,20.14,1498,230.0,5.0,88.8,8,509495.1840000001,25,97
Skoda Rapid 1.5 TDI AT Ambition,660000,78010,2.0,1,1,21.66,1498,250.0,5.0,103.52,8,660000.0,22,103
Maruti Ertiga SHVS VDI,875000,83844,2.0,0,1,24.52,1248,200.0,7.0,88.5,6,866849.4450000003,17,53
Maruti Celerio VXI AT,411000,23999,3.0,1,1,23.1,998,90.0,5.0,67.04,9,411000.0,17,30
Maruti Omni MPI STD BSIV,180000,25000,3.0,0,2,16.8,796,59.0,5.0,34.2,9,145363.68,17,92
Jaguar XF 3.0 Litre S Premium Luxury,2000000,51000,2.0,1,1,14.74,2993,600.0,5.0,270.9,10,1638727.2000000007,11,136
Honda Mobilio V i DTEC,490000,120000,2.0,0,1,24.2,1498,200.0,7.0,98.6,10,485435.68920000014,8,87
Maruti Zen Estilo LXI BS IV,180000,55000,3.0,0,1,19.0,998,90.0,5.0,67.1,14,129442.89600000001,17,145
Hyundai Accent Executive CNG,275000,48000,,0,1,13.2,1495,124.5,5.0,93.7,12,227601.00000000006,9,8
Chevrolet Enjoy TCDi LTZ 7 Seater,450000,80000,2.0,0,2,18.2,1248,172.5,7.0,73.8,10,354620.22750000004,3,52
Volkswagen Vento Diesel Highline,275000,125000,2.0,0,4,20.54,1598,250.0,5.0,103.6,13,173155.455,25,129
Nissan Micra Diesel XV Premium,229999,166000,2.0,0,2,23.08,1461,160.0,5.0,63.1,12,195634.4354118,20,86
Volkswagen Vento Diesel Comfortline,280000,131000,2.0,0,4,20.54,1598,250.0,5.0,103.6,13,176303.736,25,129
Honda Jazz V,600000,20000,3.0,0,1,18.2,1199,110.0,5.0,88.7,6,600000.0,8,75
Honda Brio 1.2 VX MT,411000,60000,3.0,0,2,18.5,1198,109.0,5.0,86.8,8,357168.04200000013,8,24
Maruti Ciaz ZDi Plus,630000,70000,2.0,0,1,26.21,1248,200.0,5.0,88.5,9,594411.0480000001,17,31
Audi A4 2.0 TDI 177 Bhp Premium Plus,1200000,110000,2.0,1,1,17.11,1968,380.0,5.0,174.33,11,891092.4,1,6
Maruti Swift Dzire AMT VXI BS IV,700000,45000,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,700000.0,17,122
Chevrolet Enjoy 1.3 TCDi LT 8,535000,32000,2.0,0,1,18.2,1248,172.5,8.0,73.74,8,490756.03500000015,3,52
Hyundai i20 1.4 Asta Option,800000,30000,2.0,0,1,22.54,1396,219.7,5.0,88.73,6,800000.0,9,148
Maruti Eeco CNG 5 Seater AC BSIV,370000,25000,,0,1,21.94,1196,85.0,5.0,61.7,7,370000.0,17,48
Renault Pulse RxL Optional,290000,90000,2.0,0,1,23.08,1461,160.0,5.0,63.12,11,258416.79600000006,21,98
Maruti Alto Std,141000,15000,3.0,0,3,19.7,796,62.0,5.0,46.3,13,103023.62400000001,17,10
Maruti Alto LX,125000,70000,3.0,0,2,19.7,796,62.0,5.0,46.3,15,85804.95000000001,17,10
Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,25000,3.0,0,2,18.9,1197,113.75,5.0,81.86,6,579348.0,9,66
Hyundai i20 1.4 Sportz,700000,40000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,700000.0,9,148
Hyundai i20 1.4 Asta Option,700000,70000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,660456.7200000001,9,148
Maruti Swift Dzire VDI,740000,40000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,740000.0,17,122
Hyundai Verna CRDi 1.6 SX Option,1150000,35000,2.0,0,1,22.0,1582,259.87,5.0,126.2,6,1041196.2,9,132
Toyota Etios G,300000,110000,3.0,0,1,17.6,1496,132.0,5.0,88.73,13,257947.8,24,54
Renault Scala Diesel RxE,530000,110000,2.0,0,1,21.64,1461,200.0,5.0,84.8,9,500060.08800000005,21,114
Hyundai Grand i10 1.2 CRDi Sportz Option,530000,80000,2.0,0,2,24.0,1186,190.24,5.0,73.97,7,477330.08400000015,9,66
Hyundai Santro Xing GLS,210000,50000,3.0,0,2,17.92,1086,96.1,5.0,62.1,13,202771.80000000005,9,113
Maruti Alto LXi,130000,90000,3.0,0,2,19.7,796,62.0,5.0,46.3,17,89237.14800000002,17,10
Maruti Wagon R LXI DUO BSIII,148000,80000,1.0,0,2,17.3,1061,7.8,5.0,57.5,16,100488.7884,17,135
Hyundai i10 Magna 1.2 iTech SE,375000,40000,3.0,0,1,20.36,1197,111.7,5.0,78.9,11,375000.0,9,147
Maruti Ritz VDi,425000,80000,2.0,0,2,23.2,1248,190.0,5.0,73.94,10,382764.69000000006,17,105
Ford EcoSport 1.5 Diesel Titanium BSIV,900000,25000,2.0,0,1,23.0,1498,205.0,5.0,98.96,6,900000.0,7,46
Tata Sumo Gold CX BSIII,570000,51000,2.0,0,1,14.07,2956,223.0,7.0,69.01,7,423517.8717000001,23,119
Maruti Ritz VDi,220000,110000,2.0,0,3,21.1,1248,113.0,5.0,73.9,14,169307.556,17,105
Chevrolet Cruze LTZ,409999,80000,2.0,0,2,18.3,1991,327.0,5.0,147.9,13,250987.34533425,3,39
Chevrolet Enjoy TCDi LT 7 Seater,355000,136000,2.0,0,2,18.2,1248,172.5,7.0,73.8,11,264213.959625,3,52
